# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "8" "-a" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/3.refrence_genome/Phytozome/PhytozomeV13/Zmays/Zm-B73-REFERENCE-NAM-5.0.55/annotation/Zmays_833_Zm-B73-REFERENCE-NAM-5.0.55.gene.gff3" "-F" "GFF" "-t" "gene" "-g" "ID" "-o" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/5.read_counts/gene_counts.txt" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859242_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859243_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859244_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859245_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859242_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859243_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859244_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859245_sorted.bam
Zm00001eb335580.Zm_B73_REFERENCE_NAM_5.0.55	8	13753550	13753868	-	319	0	1	0	0
Zm00001eb335590.Zm_B73_REFERENCE_NAM_5.0.55	8	13768096	13771513	-	3418	4864	5867	6153	4067
Zm00001eb335600.Zm_B73_REFERENCE_NAM_5.0.55	8	13823967	13827047	+	3081	56	83	74	56
Zm00001eb335610.Zm_B73_REFERENCE_NAM_5.0.55	8	13828595	13829456	+	862	36	36	32	26
Zm00001eb335620.Zm_B73_REFERENCE_NAM_5.0.55	8	13943254	13944253	+	1000	6284	11656	16881	10352
Zm00001eb335630.Zm_B73_REFERENCE_NAM_5.0.55	8	13998284	14000403	+	2120	4096	4673	5492	4477
Zm00001eb335640.Zm_B73_REFERENCE_NAM_5.0.55	8	14002943	14008576	-	5634	7416	7272	6591	6120
Zm00001eb335650.Zm_B73_REFERENCE_NAM_5.0.55	8	14023078	14027912	-	4835	268	423	292	285
Zm00001eb335660.Zm_B73_REFERENCE_NAM_5.0.55	8	14082139	14091248	-	9110	376	610	392	332
Zm00001eb335670.Zm_B73_REFERENCE_NAM_5.0.55	8	14182221	14188503	+	6283	828	1033	759	740
Zm00001eb335680.Zm_B73_REFERENCE_NAM_5.0.55	8	14193858	14194681	-	824	101	137	77	46
Zm00001eb335690.Zm_B73_REFERENCE_NAM_5.0.55	8	14203119	14206058	-	2940	1647	1709	1558	1208
Zm00001eb335710.Zm_B73_REFERENCE_NAM_5.0.55	8	14319884	14327098	+	7215	4472	3664	3084	2713
Zm00001eb335730.Zm_B73_REFERENCE_NAM_5.0.55	8	14354170	14360798	+	6629	0	0	0	0
Zm00001eb335740.Zm_B73_REFERENCE_NAM_5.0.55	8	14395402	14417328	+	21927	425	549	331	375
Zm00001eb335780.Zm_B73_REFERENCE_NAM_5.0.55	8	14480413	14481351	+	939	0	0	0	0
Zm00001eb335790.Zm_B73_REFERENCE_NAM_5.0.55	8	14485981	14488772	-	2792	235	206	222	214
Zm00001eb335800.Zm_B73_REFERENCE_NAM_5.0.55	8	14489458	14493625	-	4168	1429	1817	1612	1301
Zm00001eb335810.Zm_B73_REFERENCE_NAM_5.0.55	8	14505126	14507260	-	2135	0	0	2	0
Zm00001eb335820.Zm_B73_REFERENCE_NAM_5.0.55	8	14511199	14516446	+	5248	1502	1632	1402	1269
Zm00001eb335830.Zm_B73_REFERENCE_NAM_5.0.55	8	14517367	14526818	-	9452	987	1288	1300	952
Zm00001eb335840.Zm_B73_REFERENCE_NAM_5.0.55	8	14528870	14536250	+	7381	0	0	0	2
Zm00001eb335850.Zm_B73_REFERENCE_NAM_5.0.55	8	14715897	14721502	+	5606	4253	4348	3937	3466
Zm00001eb335860.Zm_B73_REFERENCE_NAM_5.0.55	8	14774260	14778203	-	3944	1468	1804	1701	1243
Zm00001eb335870.Zm_B73_REFERENCE_NAM_5.0.55	8	14817846	14821920	-	4075	5893	5743	6952	6020
Zm00001eb335880.Zm_B73_REFERENCE_NAM_5.0.55	8	14984232	14985177	-	946	9207	12161	6222	4152
Zm00001eb335890.Zm_B73_REFERENCE_NAM_5.0.55	8	14989006	14994422	-	5417	204	237	196	196
Zm00001eb335900.Zm_B73_REFERENCE_NAM_5.0.55	8	15031856	15037393	-	5538	2798	3573	3433	2504
Zm00001eb335910.Zm_B73_REFERENCE_NAM_5.0.55	8	15039694	15046669	+	6976	101	88	20	40
Zm00001eb335930.Zm_B73_REFERENCE_NAM_5.0.55	8	15133343	15137469	+	4127	1198	1242	1256	1057
Zm00001eb335940.Zm_B73_REFERENCE_NAM_5.0.55	8	15184248	15188334	+	4087	939	941	783	558
Zm00001eb335950.Zm_B73_REFERENCE_NAM_5.0.55	8	15190154	15212606	-	22453	0	0	0	0
Zm00001eb335960.Zm_B73_REFERENCE_NAM_5.0.55	8	15217517	15219036	-	1520	0	0	0	0
Zm00001eb335970.Zm_B73_REFERENCE_NAM_5.0.55	8	15236630	15241924	+	5295	7369	7199	6402	5197
Zm00001eb335980.Zm_B73_REFERENCE_NAM_5.0.55	8	15282024	15284201	-	2178	0	0	0	0
Zm00001eb335990.Zm_B73_REFERENCE_NAM_5.0.55	8	15285952	15296652	+	10701	151	336	301	168
Zm00001eb336000.Zm_B73_REFERENCE_NAM_5.0.55	8	15288879	15289584	-	706	0	0	0	0
Zm00001eb336010.Zm_B73_REFERENCE_NAM_5.0.55	8	15292194	15292589	+	396	0	0	0	0
Zm00001eb336020.Zm_B73_REFERENCE_NAM_5.0.55	8	15295553	15299432	-	3880	140	126	110	70
Zm00001eb336030.Zm_B73_REFERENCE_NAM_5.0.55	8	15384941	15386306	-	1366	991	1137	1338	767
Zm00001eb336040.Zm_B73_REFERENCE_NAM_5.0.55	8	15386628	15388070	-	1443	1369	477	768	658
Zm00001eb336050.Zm_B73_REFERENCE_NAM_5.0.55	8	15493850	15494295	+	446	0	0	0	0
Zm00001eb336060.Zm_B73_REFERENCE_NAM_5.0.55	8	15495794	15498345	-	2552	1	0	0	0
Zm00001eb336070.Zm_B73_REFERENCE_NAM_5.0.55	8	15551131	15557732	+	6602	972	1237	1095	829
Zm00001eb336080.Zm_B73_REFERENCE_NAM_5.0.55	8	15557803	15558973	-	1171	2	4	1	3
Zm00001eb336090.Zm_B73_REFERENCE_NAM_5.0.55	8	15558071	15563162	+	5092	2198	2692	2544	3139
Zm00001eb336100.Zm_B73_REFERENCE_NAM_5.0.55	8	15659171	15660239	-	1069	872	665	488	436
Zm00001eb336120.Zm_B73_REFERENCE_NAM_5.0.55	8	15723217	15724874	-	1658	1193	1217	872	596
Zm00001eb336130.Zm_B73_REFERENCE_NAM_5.0.55	8	15726306	15730862	-	4557	680	1124	966	685
Zm00001eb336140.Zm_B73_REFERENCE_NAM_5.0.55	8	15736204	15737270	-	1067	0	0	0	14
Zm00001eb336150.Zm_B73_REFERENCE_NAM_5.0.55	8	15766898	15767251	-	354	0	0	0	0
Zm00001eb336160.Zm_B73_REFERENCE_NAM_5.0.55	8	15880873	15886154	-	5282	1134	1251	1378	1024
Zm00001eb336170.Zm_B73_REFERENCE_NAM_5.0.55	8	15916356	15923936	-	7581	366	423	459	313
Zm00001eb336180.Zm_B73_REFERENCE_NAM_5.0.55	8	15932470	15932995	+	526	0	0	0	4
Zm00001eb336190.Zm_B73_REFERENCE_NAM_5.0.55	8	15996920	16000368	-	3449	26	47	18	36
Zm00001eb336200.Zm_B73_REFERENCE_NAM_5.0.55	8	16001686	16014093	-	12408	1	0	0	0
Zm00001eb336210.Zm_B73_REFERENCE_NAM_5.0.55	8	16020133	16055444	+	35312	1946	2523	2274	1601
Zm00001eb336220.Zm_B73_REFERENCE_NAM_5.0.55	8	16245215	16250202	+	4988	915	1449	1555	931
Zm00001eb336230.Zm_B73_REFERENCE_NAM_5.0.55	8	16250973	16252597	-	1625	0	0	0	0
Zm00001eb336240.Zm_B73_REFERENCE_NAM_5.0.55	8	16252686	16253168	+	483	0	0	0	0
Zm00001eb336250.Zm_B73_REFERENCE_NAM_5.0.55	8	16412743	16432438	+	19696	1866	2623	2655	2148
Zm00001eb336260.Zm_B73_REFERENCE_NAM_5.0.55	8	16435640	16437422	-	1783	0	1	0	0
Zm00001eb336270.Zm_B73_REFERENCE_NAM_5.0.55	8	16437809	16440079	+	2271	351	386	368	321
Zm00001eb336280.Zm_B73_REFERENCE_NAM_5.0.55	8	16439792	16449313	-	9522	336	423	405	234
Zm00001eb336290.Zm_B73_REFERENCE_NAM_5.0.55	8	16509735	16511118	-	1384	0	12	14	6
Zm00001eb336310.Zm_B73_REFERENCE_NAM_5.0.55	8	16571754	16572721	+	968	5957	9885	10892	6343
Zm00001eb336320.Zm_B73_REFERENCE_NAM_5.0.55	8	16573595	16574099	+	505	4	19	20	8
Zm00001eb336330.Zm_B73_REFERENCE_NAM_5.0.55	8	16655903	16656289	+	387	0	0	0	0
Zm00001eb336340.Zm_B73_REFERENCE_NAM_5.0.55	8	16731299	16731908	+	610	0	0	0	0
Zm00001eb336350.Zm_B73_REFERENCE_NAM_5.0.55	8	16860239	16862122	+	1884	0	0	0	0
Zm00001eb336360.Zm_B73_REFERENCE_NAM_5.0.55	8	16862412	16874541	+	12130	0	0	0	0
Zm00001eb336370.Zm_B73_REFERENCE_NAM_5.0.55	8	16891298	16892492	-	1195	0	0	12	6
Zm00001eb336390.Zm_B73_REFERENCE_NAM_5.0.55	8	16961263	16969020	-	7758	5592	5585	6612	4602
Zm00001eb336400.Zm_B73_REFERENCE_NAM_5.0.55	8	16979245	16980363	+	1119	21	20	4	12
Zm00001eb336410.Zm_B73_REFERENCE_NAM_5.0.55	8	16981635	16982252	-	618	0	2	0	0
Zm00001eb336420.Zm_B73_REFERENCE_NAM_5.0.55	8	17080677	17093636	-	12960	175	222	194	134
Zm00001eb336430.Zm_B73_REFERENCE_NAM_5.0.55	8	17105681	17106322	+	642	0	0	0	0
Zm00001eb336440.Zm_B73_REFERENCE_NAM_5.0.55	8	17107362	17108022	+	661	0	0	1	0
Zm00001eb336450.Zm_B73_REFERENCE_NAM_5.0.55	8	17226964	17230174	-	3211	603	594	657	420
Zm00001eb336460.Zm_B73_REFERENCE_NAM_5.0.55	8	17236594	17240140	+	3547	1485	1583	1193	1055
Zm00001eb336470.Zm_B73_REFERENCE_NAM_5.0.55	8	17285161	17289453	+	4293	1465	1825	1387	1037
Zm00001eb336480.Zm_B73_REFERENCE_NAM_5.0.55	8	17290347	17293327	+	2981	1016	1099	1022	807
Zm00001eb336490.Zm_B73_REFERENCE_NAM_5.0.55	8	17298132	17301340	-	3209	1628	1853	1761	1088
Zm00001eb336500.Zm_B73_REFERENCE_NAM_5.0.55	8	17314670	17315820	-	1151	4	2	0	11
Zm00001eb336510.Zm_B73_REFERENCE_NAM_5.0.55	8	17321699	17327533	+	5835	0	0	0	0
Zm00001eb336520.Zm_B73_REFERENCE_NAM_5.0.55	8	17379037	17388574	+	9538	0	0	0	2
Zm00001eb336530.Zm_B73_REFERENCE_NAM_5.0.55	8	17391163	17395311	-	4149	2293	2023	2280	1484
Zm00001eb336540.Zm_B73_REFERENCE_NAM_5.0.55	8	17429304	17429936	+	633	0	0	0	0
Zm00001eb336550.Zm_B73_REFERENCE_NAM_5.0.55	8	17443904	17445312	-	1409	0	0	0	1
Zm00001eb336560.Zm_B73_REFERENCE_NAM_5.0.55	8	17446357	17448827	-	2471	0	0	0	1
Zm00001eb336570.Zm_B73_REFERENCE_NAM_5.0.55	8	17451861	17453310	+	1450	0	0	0	3
Zm00001eb336580.Zm_B73_REFERENCE_NAM_5.0.55	8	17457976	17459123	+	1148	2	11	25	2
Zm00001eb336590.Zm_B73_REFERENCE_NAM_5.0.55	8	17545786	17551252	-	5467	2227	2234	2847	1841
Zm00001eb336600.Zm_B73_REFERENCE_NAM_5.0.55	8	17555470	17556618	-	1149	0	0	0	0
Zm00001eb336610.Zm_B73_REFERENCE_NAM_5.0.55	8	17559746	17561699	-	1954	0	0	0	0
Zm00001eb336620.Zm_B73_REFERENCE_NAM_5.0.55	8	17562546	17563621	+	1076	0	0	0	0
Zm00001eb336630.Zm_B73_REFERENCE_NAM_5.0.55	8	17567532	17573671	+	6140	0	0	0	2
Zm00001eb336640.Zm_B73_REFERENCE_NAM_5.0.55	8	17577675	17581822	-	4148	0	0	0	0
Zm00001eb336650.Zm_B73_REFERENCE_NAM_5.0.55	8	17611715	17616332	+	4618	1012	1240	2063	1059
Zm00001eb336660.Zm_B73_REFERENCE_NAM_5.0.55	8	17619949	17624936	-	4988	3100	3836	3728	2476
Zm00001eb336670.Zm_B73_REFERENCE_NAM_5.0.55	8	17725045	17730104	+	5060	198	273	335	212
Zm00001eb336690.Zm_B73_REFERENCE_NAM_5.0.55	8	17738654	17740072	+	1419	596	536	317	296
Zm00001eb336700.Zm_B73_REFERENCE_NAM_5.0.55	8	17792796	17793800	-	1005	107	89	58	81
Zm00001eb336720.Zm_B73_REFERENCE_NAM_5.0.55	8	17801122	17802528	+	1407	0	0	0	0
Zm00001eb336730.Zm_B73_REFERENCE_NAM_5.0.55	8	17867562	17873430	-	5869	600	840	664	474
Zm00001eb336740.Zm_B73_REFERENCE_NAM_5.0.55	8	17917924	17925128	-	7205	1805	2191	2272	1525
Zm00001eb336750.Zm_B73_REFERENCE_NAM_5.0.55	8	17927251	17930863	-	3613	656	883	709	510
Zm00001eb336760.Zm_B73_REFERENCE_NAM_5.0.55	8	17935993	17940644	-	4652	9158	8463	8717	7021
Zm00001eb336780.Zm_B73_REFERENCE_NAM_5.0.55	8	17960544	17965917	-	5374	0	0	0	0
Zm00001eb336790.Zm_B73_REFERENCE_NAM_5.0.55	8	17967501	17968729	+	1229	2838	2427	2545	1863
Zm00001eb336800.Zm_B73_REFERENCE_NAM_5.0.55	8	17969145	17973549	-	4405	1274	1966	2284	1834
Zm00001eb336810.Zm_B73_REFERENCE_NAM_5.0.55	8	18166651	18173010	+	6360	4517	2073	3006	2751
Zm00001eb336820.Zm_B73_REFERENCE_NAM_5.0.55	8	18244343	18245643	-	1301	625	576	552	472
Zm00001eb336830.Zm_B73_REFERENCE_NAM_5.0.55	8	18252303	18253781	-	1479	0	0	2	6
Zm00001eb336840.Zm_B73_REFERENCE_NAM_5.0.55	8	18453191	18458160	+	4970	1357	1753	1754	1407
Zm00001eb336850.Zm_B73_REFERENCE_NAM_5.0.55	8	18458274	18471251	-	12978	821	1359	1583	1010
Zm00001eb336860.Zm_B73_REFERENCE_NAM_5.0.55	8	18523243	18525762	-	2520	54	45	69	58
Zm00001eb336870.Zm_B73_REFERENCE_NAM_5.0.55	8	18545546	18549848	-	4303	6339	5812	6445	5221
Zm00001eb336880.Zm_B73_REFERENCE_NAM_5.0.55	8	18799419	18816629	+	17211	10	10	2	8
Zm00001eb336890.Zm_B73_REFERENCE_NAM_5.0.55	8	18817528	18828006	+	10479	3694	5394	6368	3835
Zm00001eb336900.Zm_B73_REFERENCE_NAM_5.0.55	8	18831844	18838263	-	6420	4968	5227	3650	3658
Zm00001eb336910.Zm_B73_REFERENCE_NAM_5.0.55	8	18850668	18856159	-	5492	2	8	0	12
Zm00001eb336920.Zm_B73_REFERENCE_NAM_5.0.55	8	18856657	18860418	+	3762	107	222	272	194
Zm00001eb336930.Zm_B73_REFERENCE_NAM_5.0.55	8	18928567	18930699	-	2133	616	961	858	614
Zm00001eb336950.Zm_B73_REFERENCE_NAM_5.0.55	8	18974796	18982940	-	8145	1886	1913	1445	1398
Zm00001eb336960.Zm_B73_REFERENCE_NAM_5.0.55	8	19038043	19039476	-	1434	381	285	302	227
Zm00001eb336980.Zm_B73_REFERENCE_NAM_5.0.55	8	19045959	19050194	+	4236	0	0	0	0
Zm00001eb336990.Zm_B73_REFERENCE_NAM_5.0.55	8	19052344	19054343	-	2000	1	4	0	1
Zm00001eb337000.Zm_B73_REFERENCE_NAM_5.0.55	8	19052616	19054497	+	1882	0	0	0	0
Zm00001eb337010.Zm_B73_REFERENCE_NAM_5.0.55	8	19058686	19061720	-	3035	4132	6103	9062	4923
Zm00001eb337020.Zm_B73_REFERENCE_NAM_5.0.55	8	19212139	19217108	+	4970	747	811	918	752
Zm00001eb337030.Zm_B73_REFERENCE_NAM_5.0.55	8	19217683	19221223	+	3541	1837	2289	2420	1798
Zm00001eb337040.Zm_B73_REFERENCE_NAM_5.0.55	8	19306401	19309139	+	2739	1455	2755	3407	1999
Zm00001eb337050.Zm_B73_REFERENCE_NAM_5.0.55	8	19397648	19406027	+	8380	1560	1861	1524	1247
Zm00001eb337060.Zm_B73_REFERENCE_NAM_5.0.55	8	19469860	19471775	-	1916	0	0	0	0
Zm00001eb337070.Zm_B73_REFERENCE_NAM_5.0.55	8	19470011	19471906	+	1896	0	0	0	0
Zm00001eb337080.Zm_B73_REFERENCE_NAM_5.0.55	8	19499375	19500046	+	672	0	0	0	0
Zm00001eb337090.Zm_B73_REFERENCE_NAM_5.0.55	8	19500655	19502474	+	1820	0	0	0	0
Zm00001eb337100.Zm_B73_REFERENCE_NAM_5.0.55	8	19508383	19512308	+	3926	0	0	0	0
Zm00001eb337110.Zm_B73_REFERENCE_NAM_5.0.55	8	19512629	19518270	-	5642	354	265	193	169
Zm00001eb337130.Zm_B73_REFERENCE_NAM_5.0.55	8	19563518	19566831	-	3314	0	0	0	0
Zm00001eb337140.Zm_B73_REFERENCE_NAM_5.0.55	8	19586954	19612994	+	26041	2060	2168	2595	1708
Zm00001eb337150.Zm_B73_REFERENCE_NAM_5.0.55	8	19648977	19651442	-	2466	596	645	638	330
Zm00001eb337170.Zm_B73_REFERENCE_NAM_5.0.55	8	19765823	19768700	+	2878	107	95	98	77
Zm00001eb337180.Zm_B73_REFERENCE_NAM_5.0.55	8	19775052	19778029	-	2978	211	250	192	129
Zm00001eb337190.Zm_B73_REFERENCE_NAM_5.0.55	8	19883300	19884179	+	880	2	6	0	0
Zm00001eb337200.Zm_B73_REFERENCE_NAM_5.0.55	8	19947756	19948490	-	735	0	4	0	0
Zm00001eb337210.Zm_B73_REFERENCE_NAM_5.0.55	8	20115125	20125675	+	10551	2498	3383	4536	2838
Zm00001eb337240.Zm_B73_REFERENCE_NAM_5.0.55	8	20166283	20184636	-	18354	2933	3351	2984	2285
Zm00001eb337250.Zm_B73_REFERENCE_NAM_5.0.55	8	20285540	20294495	+	8956	2817	4528	5798	3832
Zm00001eb337260.Zm_B73_REFERENCE_NAM_5.0.55	8	20417773	20418576	-	804	6	6	2	26
Zm00001eb337270.Zm_B73_REFERENCE_NAM_5.0.55	8	20447561	20448977	+	1417	10	5	3	10
Zm00001eb337280.Zm_B73_REFERENCE_NAM_5.0.55	8	20464406	20466685	+	2280	0	0	0	0
Zm00001eb337290.Zm_B73_REFERENCE_NAM_5.0.55	8	20464406	20466685	-	2280	0	0	0	0
Zm00001eb337300.Zm_B73_REFERENCE_NAM_5.0.55	8	20579174	20581428	+	2255	1029	1449	1169	1178
Zm00001eb337310.Zm_B73_REFERENCE_NAM_5.0.55	8	20583466	20584620	-	1155	0	0	0	0
Zm00001eb337320.Zm_B73_REFERENCE_NAM_5.0.55	8	20585891	20589630	-	3740	2	0	0	0
Zm00001eb337340.Zm_B73_REFERENCE_NAM_5.0.55	8	20692241	20695919	+	3679	166	258	232	152
Zm00001eb337350.Zm_B73_REFERENCE_NAM_5.0.55	8	20696876	20704663	-	7788	669	764	708	651
Zm00001eb337360.Zm_B73_REFERENCE_NAM_5.0.55	8	20783916	20787504	+	3589	0	0	0	0
Zm00001eb337370.Zm_B73_REFERENCE_NAM_5.0.55	8	20831113	20833102	-	1990	1	3	15	7
Zm00001eb337380.Zm_B73_REFERENCE_NAM_5.0.55	8	20913879	20916874	+	2996	473	475	306	285
Zm00001eb337390.Zm_B73_REFERENCE_NAM_5.0.55	8	20923423	20927056	+	3634	368	351	394	324
Zm00001eb337400.Zm_B73_REFERENCE_NAM_5.0.55	8	21104366	21105010	+	645	115	332	252	192
Zm00001eb337410.Zm_B73_REFERENCE_NAM_5.0.55	8	21157918	21159796	+	1879	492	224	241	342
Zm00001eb337420.Zm_B73_REFERENCE_NAM_5.0.55	8	21174001	21174812	+	812	0	5	3	0
Zm00001eb337430.Zm_B73_REFERENCE_NAM_5.0.55	8	21183258	21184531	+	1274	2	0	0	0
Zm00001eb337450.Zm_B73_REFERENCE_NAM_5.0.55	8	21278409	21280950	+	2542	0	0	0	0
Zm00001eb337460.Zm_B73_REFERENCE_NAM_5.0.55	8	21279007	21281194	-	2188	0	0	0	0
Zm00001eb337480.Zm_B73_REFERENCE_NAM_5.0.55	8	21287953	21288285	-	333	0	0	0	0
Zm00001eb337490.Zm_B73_REFERENCE_NAM_5.0.55	8	21296239	21297701	-	1463	33	79	57	60
Zm00001eb337510.Zm_B73_REFERENCE_NAM_5.0.55	8	21300793	21308016	+	7224	193	290	285	189
Zm00001eb337520.Zm_B73_REFERENCE_NAM_5.0.55	8	21307652	21311629	-	3978	1922	2112	1516	1524
Zm00001eb337530.Zm_B73_REFERENCE_NAM_5.0.55	8	21428899	21435493	+	6595	907	1102	651	426
Zm00001eb337540.Zm_B73_REFERENCE_NAM_5.0.55	8	21557617	21560210	-	2594	6	8	6	4
Zm00001eb337550.Zm_B73_REFERENCE_NAM_5.0.55	8	21569728	21573970	-	4243	7246	8293	4137	3797
Zm00001eb337560.Zm_B73_REFERENCE_NAM_5.0.55	8	21634009	21634610	-	602	0	0	0	0
Zm00001eb337580.Zm_B73_REFERENCE_NAM_5.0.55	8	21644954	21645896	-	943	0	0	0	0
Zm00001eb337590.Zm_B73_REFERENCE_NAM_5.0.55	8	21656897	21657759	-	863	80	57	23	45
Zm00001eb337600.Zm_B73_REFERENCE_NAM_5.0.55	8	21695064	21703687	-	8624	26312	29186	21833	17518
Zm00001eb337610.Zm_B73_REFERENCE_NAM_5.0.55	8	21742759	21746623	+	3865	273	518	752	558
Zm00001eb337620.Zm_B73_REFERENCE_NAM_5.0.55	8	21893119	21895703	-	2585	0	0	2	0
Zm00001eb337630.Zm_B73_REFERENCE_NAM_5.0.55	8	21984426	21985378	+	953	0	0	0	0
Zm00001eb337640.Zm_B73_REFERENCE_NAM_5.0.55	8	21986519	21988279	+	1761	12	52	4	0
Zm00001eb337650.Zm_B73_REFERENCE_NAM_5.0.55	8	22036105	22040218	-	4114	695	925	750	563
Zm00001eb337660.Zm_B73_REFERENCE_NAM_5.0.55	8	22190187	22190671	-	485	1	0	0	0
Zm00001eb337670.Zm_B73_REFERENCE_NAM_5.0.55	8	22197323	22197807	-	485	0	0	0	0
Zm00001eb337680.Zm_B73_REFERENCE_NAM_5.0.55	8	22214840	22216179	+	1340	0	0	0	0
Zm00001eb337690.Zm_B73_REFERENCE_NAM_5.0.55	8	22215123	22216180	-	1058	0	0	0	0
Zm00001eb337700.Zm_B73_REFERENCE_NAM_5.0.55	8	22297577	22299960	-	2384	597	792	605	490
Zm00001eb337720.Zm_B73_REFERENCE_NAM_5.0.55	8	22370061	22370576	-	516	41	35	21	43
Zm00001eb337740.Zm_B73_REFERENCE_NAM_5.0.55	8	22370831	22373354	+	2524	27	36	30	50
Zm00001eb337750.Zm_B73_REFERENCE_NAM_5.0.55	8	22376326	22376814	-	489	0	0	0	0
Zm00001eb337770.Zm_B73_REFERENCE_NAM_5.0.55	8	22395601	22397207	+	1607	0	0	0	0
Zm00001eb337780.Zm_B73_REFERENCE_NAM_5.0.55	8	22395602	22398004	-	2403	435	562	301	402
Zm00001eb337790.Zm_B73_REFERENCE_NAM_5.0.55	8	22400309	22401129	+	821	212	279	171	171
Zm00001eb337800.Zm_B73_REFERENCE_NAM_5.0.55	8	22401548	22408511	+	6964	3353	4188	5100	3071
Zm00001eb337810.Zm_B73_REFERENCE_NAM_5.0.55	8	22409992	22416610	-	6619	3142	4003	4622	3058
Zm00001eb337820.Zm_B73_REFERENCE_NAM_5.0.55	8	22431370	22434054	+	2685	6	16	10	10
Zm00001eb337830.Zm_B73_REFERENCE_NAM_5.0.55	8	22453068	22454654	-	1587	2865	2311	2841	1563
Zm00001eb337840.Zm_B73_REFERENCE_NAM_5.0.55	8	22461531	22465785	+	4255	1282	1868	2036	1718
Zm00001eb337850.Zm_B73_REFERENCE_NAM_5.0.55	8	22465563	22466318	-	756	63	86	129	48
Zm00001eb337860.Zm_B73_REFERENCE_NAM_5.0.55	8	22496673	22498483	-	1811	194	88	35	139
Zm00001eb337870.Zm_B73_REFERENCE_NAM_5.0.55	8	22646872	22648878	+	2007	0	0	0	0
Zm00001eb337880.Zm_B73_REFERENCE_NAM_5.0.55	8	22689309	22692048	-	2740	852	1640	1223	1087
Zm00001eb337890.Zm_B73_REFERENCE_NAM_5.0.55	8	22773463	22778080	+	4618	474	554	508	384
Zm00001eb337900.Zm_B73_REFERENCE_NAM_5.0.55	8	22778421	22782210	-	3790	353	553	438	319
Zm00001eb337910.Zm_B73_REFERENCE_NAM_5.0.55	8	22841333	22842309	-	977	0	0	0	0
Zm00001eb337920.Zm_B73_REFERENCE_NAM_5.0.55	8	22844025	22845331	-	1307	0	0	0	0
Zm00001eb337930.Zm_B73_REFERENCE_NAM_5.0.55	8	22983499	22998775	-	15277	1029	1126	1026	754
Zm00001eb337940.Zm_B73_REFERENCE_NAM_5.0.55	8	23105810	23111024	+	5215	518	590	484	410
Zm00001eb337950.Zm_B73_REFERENCE_NAM_5.0.55	8	23111675	23112910	-	1236	331	296	235	209
Zm00001eb337960.Zm_B73_REFERENCE_NAM_5.0.55	8	23219021	23222892	+	3872	0	0	0	0
Zm00001eb337970.Zm_B73_REFERENCE_NAM_5.0.55	8	23252764	23257909	-	5146	6202	6384	5903	4597
Zm00001eb337980.Zm_B73_REFERENCE_NAM_5.0.55	8	23262012	23277073	-	15062	1462	2227	2251	1738
Zm00001eb337990.Zm_B73_REFERENCE_NAM_5.0.55	8	23276867	23280770	+	3904	779	1284	1147	718
Zm00001eb338000.Zm_B73_REFERENCE_NAM_5.0.55	8	23282755	23284783	-	2029	289	447	373	186
Zm00001eb338010.Zm_B73_REFERENCE_NAM_5.0.55	8	23433452	23440838	+	7387	909	1263	977	742
Zm00001eb338020.Zm_B73_REFERENCE_NAM_5.0.55	8	23440185	23444748	-	4564	167	166	243	205
Zm00001eb338030.Zm_B73_REFERENCE_NAM_5.0.55	8	23459072	23460234	-	1163	231	333	432	398
Zm00001eb338040.Zm_B73_REFERENCE_NAM_5.0.55	8	23474705	23477676	+	2972	2	0	0	0
Zm00001eb338050.Zm_B73_REFERENCE_NAM_5.0.55	8	23550326	23552973	-	2648	0	0	0	0
Zm00001eb338060.Zm_B73_REFERENCE_NAM_5.0.55	8	23596208	23605214	-	9007	307	295	205	128
Zm00001eb338070.Zm_B73_REFERENCE_NAM_5.0.55	8	23703916	23705945	+	2030	244	206	166	85
Zm00001eb338090.Zm_B73_REFERENCE_NAM_5.0.55	8	23715636	23730049	-	14414	0	0	0	0
Zm00001eb338100.Zm_B73_REFERENCE_NAM_5.0.55	8	23777871	23778659	+	789	21	34	87	30
Zm00001eb338110.Zm_B73_REFERENCE_NAM_5.0.55	8	23978695	23981786	+	3092	0	0	0	33
